Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CO,80239,Closed with explanation,2480921
UNITED SERVICES AUTOMOBILE ASSOCIATION,Company believes it acted appropriately as authorized by contract or law,NA,NA,Closed with monetary relief,2484334
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,302XX,Closed with explanation,2488394
SANTANDER CONSUMER USA HOLDINGS INC.,NA,CA,90016,Closed with explanation,2442337
Allied Collection Services Inc. (Nevada),Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,236XX,Closed with explanation,2492612
FIRST AMERICAN FINANCIAL CORPORATION,NA,NV,891XX,Closed with explanation,2487509
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,191XX,Closed with monetary relief,2483353
PORTFOLIO RECOVERY ASSOCIATES INC,NA,FL,32825,Closed with explanation,2481352
FIFTH THIRD FINANCIAL CORPORATION,NA,IL,60617,Closed with explanation,2468597
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,960XX,Closed with explanation,2481657
TRANSWORLD SYSTEMS INC,NA,MD,20716,Closed with explanation,2404143
Diversified Consultants Inc.,NA,TX,76210,Closed with explanation,2493076
Collection Bureau of America Ltd.,NA,CA,913XX,Closed with explanation,2477677
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MO,630XX,Closed with explanation,2481271
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,DE,19930,Closed with explanation,2473424
EVERBANK,NA,FL,322XX,Closed with explanation,2464877
AMERICAN EXPRESS CENTURION BANK,NA,TX,756XX,Closed with explanation,2493406
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NA,NA,Closed with monetary relief,2484740
BANK OF THE WEST,NA,CA,94513,Closed with explanation,2489342
PNC Bank N.A.,NA,GA,31313,Closed with explanation,2481486
Ditech Financial LLC,Company believes complaint is the result of an isolated error,CA,91411,Closed with explanation,2484976
Navient Solutions LLC.,NA,CA,945XX,Closed with explanation,2482889
PAYPAL HOLDINGS INC.,NA,MO,63141,Closed with non-monetary relief,2482701
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30324,Closed with explanation,2481185
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33703,Closed with non-monetary relief,2482973
EQUIFAX INC.,NA,GA,303XX,Closed with explanation,2481407
The Hamilton Law Association,NA,VA,220XX,Untimely response,2479890
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,100XX,Closed with explanation,2483728
UNITED SERVICES AUTOMOBILE ASSOCIATION,Company believes it acted appropriately as authorized by contract or law,CA,900XX,Closed with explanation,2483180
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,773XX,Closed with non-monetary relief,2432062
EQUIFAX INC.,NA,DE,19709,Closed with explanation,2404020
PlusFour Inc,NA,NV,890XX,In progress,2404062
Navient Solutions LLC.,NA,GA,303XX,Closed with explanation,2486486
PNC Bank N.A.,NA,NC,27511,Closed with explanation,2405073
TD BANK US HOLDING COMPANY,NA,NY,12758,Closed with explanation,2484742
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,191XX,Closed with explanation,2480459
PORTFOLIO RECOVERY ASSOCIATES INC,NA,NC,28314,Closed with explanation,2482430
PARAMOUNT RESIDENTIAL MORTGAGE GROUP,NA,FL,328XX,Closed with explanation,2480769
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ME,4785,Closed with monetary relief,2486009
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,024XX,Closed with non-monetary relief,2487834
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,600XX,Closed with explanation,2488422
TD BANK US HOLDING COMPANY,NA,CA,945XX,Closed with monetary relief,2484494
AES/PHEAA,NA,OH,43228,Closed with monetary relief,2406142
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60104,Closed with non-monetary relief,2482209
NAVY FEDERAL CREDIT UNION,Company believes it acted appropriately as authorized by contract or law,SC,29461,Closed with explanation,2417934
PORTFOLIO RECOVERY ASSOCIATES INC,NA,CA,91307,Closed with non-monetary relief,2482648
AMERICAN HONDA FINANCE CORP,NA,NC,276XX,Closed with explanation,2481915
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,20135,Closed with explanation,2473630
Hunter Warfield Inc.,Company believes complaint represents an opportunity for improvement to better serve consumers,KS,673XX,Closed with non-monetary relief,2493955
CAPITAL ONE FINANCIAL CORPORATION,NA,TX,751XX,Closed with explanation,2488350
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,787XX,Closed with explanation,2475382
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29436,Closed with explanation,2473081
ALLY FINANCIAL INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,313XX,Closed with explanation,2468230
VW Credit,NA,CA,91602,Closed with non-monetary relief,2484163
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,48124,Closed with explanation,2475560
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,11570,Closed with explanation,2480752
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WV,26330,Closed with non-monetary relief,2482318
Navient Solutions LLC.,NA,NJ,088XX,Closed with explanation,2403968
PNC Bank N.A.,NA,NC,27804,Closed with explanation,2422593
Colony Brands Inc.,NA,FL,346XX,Closed with explanation,1927617
CAPITAL ONE FINANCIAL CORPORATION,NA,RI,028XX,Closed with explanation,2484171
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,92376,Closed with explanation,2470461
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,087XX,Closed with explanation,2486677
Manhattan Beach Venture LLC,NA,MA,1843,Closed with explanation,2012959
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,752XX,Closed with explanation,2482040
U.S. BANCORP,NA,KY,41048,Closed with non-monetary relief,1223814
The CBE Group Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,LA,71270,Closed with explanation,2491689
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,DC,20011,Closed with explanation,2480146
National Credit SystemsInc.,Company believes it acted appropriately as authorized by contract or law,GA,303XX,Closed with explanation,2481676
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AR,72209,Closed with explanation,2481159
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IN,46222,Closed with explanation,2472895
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,328XX,Closed with non-monetary relief,2479204
Focus Holding Company,NA,FL,331XX,Closed with explanation,2489620
Garcadia Financial LLC,NA,KS,67217,Closed with explanation,2489642
Commonwealth Financial Systems Inc.,NA,CT,064XX,Closed with explanation,2404618
Alliance Data Card Services,NA,TX,77396,Closed with non-monetary relief,2482177
Southwest Recovery Services Inc.,NA,NA,NA,Closed with explanation,2484627
Certified Credit Associates Inc.,NA,TN,381XX,Untimely response,2479953
Adler Wallach & Associates Inc.,NA,LA,712XX,Closed with explanation,2479321
Franklin Credit Management Corporation,NA,WI,54942,Closed with explanation,2486956
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,77079,Closed with explanation,2481024
Navient Solutions LLC.,NA,FL,334XX,Closed with explanation,2404000
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,90043,Closed with explanation,2485639
Radius Global Solutions LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AZ,853XX,Closed with explanation,2482193
Navient Solutions LLC.,NA,DC,200XX,Closed with explanation,2404129
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,023XX,Closed with explanation,2433077
Colony Brands Inc.,NA,KY,402XX,Closed with explanation,2491338
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,92392,Closed with monetary relief,2413603
Stellar Recovery Inc.,Company believes it acted appropriately as authorized by contract or law,NY,103XX,Closed with explanation,2483751
JPMORGAN CHASE & CO.,NA,NA,NA,Closed with explanation,2423380
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,117XX,Closed with non-monetary relief,2374597
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,92105,Closed with explanation,2483386
Account Resolution Corporation,NA,MD,207XX,Closed with explanation,2478512
EQUIFAX INC.,NA,FL,33068,Closed with explanation,2478436
Access Receivables Management,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,90210,Closed with explanation,2488319
EQUIFAX INC.,NA,WI,548XX,Closed with non-monetary relief,2480670
Convergent Resources Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,10027,Closed with explanation,2467667
CAPITAL ONE FINANCIAL CORPORATION,NA,TX,770XX,Closed with explanation,2404534
NELNET INC.,NA,PA,152XX,Closed with explanation,2471793
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33401,Closed with explanation,2481132
Convergent Resources Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,334XX,Closed with explanation,2494424
Stellar Recovery Inc.,Company believes it acted appropriately as authorized by contract or law,WI,537XX,Closed with explanation,2488398
EQUIFAX INC.,NA,MI,495XX,Closed with explanation,2481332
FAIR COLLECTIONS & OUTSOURCING INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,28025,Closed with explanation,2480701
PNC Bank N.A.,NA,GA,30017,Closed with explanation,2410249
AllianceOne Recievables Management,NA,OH,45207,Closed with explanation,2484569
JPMORGAN CHASE & CO.,NA,WA,98133,Closed with explanation,2484675
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,DE,197XX,Closed with explanation,2470476
Alorica Inc.,NA,TN,372XX,Closed with explanation,2404206
EQUIFAX INC.,NA,GA,302XX,Closed with explanation,2425984
UNITED SERVICES AUTOMOBILE ASSOCIATION,Company believes it acted appropriately as authorized by contract or law,VA,234XX,Closed with non-monetary relief,2492518
EQUIFAX INC.,NA,AZ,850XX,Closed with explanation,2406721
Hunter Warfield Inc.,NA,TX,757XX,Closed with explanation,2408022
EQUIFAX INC.,NA,IL,60417,Closed with explanation,2406619
Paramount Recovery Systems L.P.,Company believes it acted appropriately as authorized by contract or law,NM,87109,Closed with non-monetary relief,2486809
AmeriHome Mortgage Company LLC,NA,GA,301XX,Closed with explanation,2481986
EQUIFAX INC.,NA,MD,21853,Closed with explanation,2481716
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,926XX,Closed with explanation,2486710
Seterus Inc.,NA,CA,91910,Closed with explanation,2485858
HSBC NORTH AMERICA HOLDINGS INC.,NA,TX,77379,Closed without relief,55166
CAPITAL ONE FINANCIAL CORPORATION,NA,NY,10032,Closed with explanation,1914600
DISCOVER BANK,NA,OH,43205,Closed with monetary relief,619355
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30238,Closed with explanation,2483100
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,751XX,Closed with explanation,2483792
