Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
BBVA COMPASS FINANCIAL CORPORATION,,CT,065XX,Closed with monetary relief,2477701
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NM,88415,Closed with non-monetary relief,2476425
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,8001,Closed with explanation,2478428
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,323XX,Closed with monetary relief,2481288
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60639,Closed with explanation,2426674
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,95126,Closed with explanation,2488926
"BMW Financial Services NA, LLC",,CA,92584,Closed with explanation,2402637
"Diversified Consultants, Inc.",,TN,381XX,Closed with explanation,2484510
Ad Astra Recovery Services Inc,,CA,917XX,Closed with explanation,2402813
"EQUIFAX, INC.",,TX,76179,Closed with explanation,2476625
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,PR,911,Closed with explanation,2414020
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,225XX,Closed with explanation,2476428
TRANSWORLD SYSTEMS INC,,VA,24502,Closed with explanation,2403884
"Navient Solutions, LLC.",,FL,34788,Closed with explanation,2481503
"SANTANDER BANK, NATIONAL ASSOCIATION",,PA,19144,Closed,2403288
"Navient Solutions, LLC.",,NJ,8701,Closed with explanation,2482365
PORTFOLIO RECOVERY ASSOCIATES INC,,WA,980XX,Closed with explanation,2359024
EXETER FINANCE CORP.,,TX,75234,Closed with explanation,2401171
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,32244,Closed with explanation,2484530
"EQUIFAX, INC.",,DE,198XX,Closed with explanation,2401371
"GENERAL MOTORS FINANCIAL COMPANY, INC.",,MA,1801,Closed with explanation,2356974
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",,CA,912XX,Closed with explanation,2477440
"Navient Solutions, LLC.",,NV,895XX,Closed with explanation,2401726
"Convergent Resources, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OK,740XX,Closed with explanation,2479498
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,935XX,Closed with explanation,2483478
"Convergent Resources, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,92025,Closed with explanation,2484489
"CONSUMER PORTFOLIO SERVICES, INC.",,TX,770XX,Closed with explanation,2479323
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33578,Closed with explanation,2485300
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,327XX,Closed with explanation,2485163
CFM Group LLC,,GA,30030,Closed with explanation,2402374
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OH,442XX,Closed with non-monetary relief,2488145
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OR,97301,Closed with explanation,2477146
"EQUIFAX, INC.",,IL,604XX,Closed with explanation,2403222
AVANTE,,OH,454XX,Closed with explanation,2485319
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MD,20601,Closed with explanation,2477246
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,48750,Closed with non-monetary relief,2483847
BBVA COMPASS FINANCIAL CORPORATION,,CT,6518,Closed with monetary relief,2481204
GREAT LAKES,Company believes it acted appropriately as authorized by contract or law,OH,432XX,Closed with explanation,2477162
JPMORGAN CHASE & CO.,,WA,980XX,Closed with non-monetary relief,2474660
"NELNET, INC.",,UT,841XX,Closed with explanation,2478406
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,95826,Closed with explanation,2488209
"Receivables Performance Management, LLC",Company has responded to the consumer and the CFPB and chooses not to provide a public response,LA,704XX,Closed with explanation,2478948
"Aargon Agency, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,91203,Closed with explanation,2492102
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,11236,Closed with explanation,2476297
"EQUIFAX, INC.",,NY,112XX,Closed with explanation,2478280
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NV,89122,Closed with non-monetary relief,2482929
PNC Bank N.A.,,OH,455XX,Closed with explanation,2401393
"Navient Solutions, LLC.",,IL,600XX,Closed with explanation,2403454
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,38115,Closed with explanation,2479839
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NM,875XX,Closed with explanation,2426078
"GLOBAL CLIENT SOLUTIONS, LLC",Company believes the complaint is the result of a misunderstanding,CA,926XX,Closed with explanation,2484184
"URS Holding, LLC",,CA,91306,Closed with explanation,2401074
"Empowerment Ventures, LLC",,MD,291XX,Closed with explanation,2354629
Informative Research,,GA,300XX,Closed with explanation,2490840
JPMORGAN CHASE & CO.,,NC,27516,Closed with explanation,2482451
Alorica Inc.,,TX,75232,In progress,2488194
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60621,Closed with non-monetary relief,2482913
AES/PHEAA,,NY,14701,Closed with explanation,2403191
ENCORE CAPITAL GROUP INC.,,FL,32208,Closed with explanation,2468504
"EQUIFAX, INC.",,TX,750XX,Closed with explanation,2477708
"WAKEFIELD & ASSOCIATES, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,AL,360XX,Closed with explanation,2479304
"Asset Recovery Solutions, LLC",,MD,21001,Closed with explanation,2468551
"Hunter Warfield, Inc.",Company believes the complaint is the result of a misunderstanding,IL,60202,Closed with explanation,2476474
"Southwest Credit Systems, L.P.",,AP,96310,Closed with explanation,2475801
CAPITAL ONE FINANCIAL CORPORATION,,MO,631XX,Closed with explanation,2403284
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,482XX,Closed with explanation,2470837
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,DC,20007,Closed with non-monetary relief,2485000
"Diversified Consultants, Inc.",,FL,323XX,Closed with explanation,2402784
"OPTIMUM OUTCOMES, INC.",,TX,75752,Closed with explanation,2400970
"California Business Bureau, Inc.",Company believes it acted appropriately as authorized by contract or law,CA,930XX,Closed with explanation,2469405
TD BANK US HOLDING COMPANY,,NY,104XX,Closed with explanation,2483873
"EQUIFAX, INC.",,FL,32696,Closed with non-monetary relief,2402460
CAPITAL ONE FINANCIAL CORPORATION,,IL,604XX,Closed with explanation,2403784
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,374XX,Closed with explanation,2476536
"Asset Recovery Solutions, LLC",,OH,45056,Closed with explanation,2489702
"BANK OF AMERICA, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CO,811XX,Closed with explanation,2465868
PORTFOLIO RECOVERY ASSOCIATES INC,,FL,33319,Closed with explanation,2472750
"Coinbase, Inc.",,MA,1930,Closed with explanation,2487547
DISCOVER BANK,,FL,33418,Closed with non-monetary relief,2469087
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,90266,Closed with non-monetary relief,2478120
OCWEN LOAN SERVICING LLC,,GA,303XX,Closed with explanation,2482303
"Navient Solutions, LLC.",,NC,272XX,Closed with explanation,2325862
"Navient Solutions, LLC.",,GA,300XX,Closed with explanation,2480081
"BAYVIEW LOAN SERVICING, LLC",,CA,913XX,Closed with explanation,2402873
"EQUIFAX, INC.",,CA,945XX,Closed with explanation,2400678
"Navient Solutions, LLC.",,WA,984XX,Closed with explanation,2484861
"Convergent Resources, Inc.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,10456,Closed with explanation,2432661
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,921XX,Closed with explanation,2486603
"EQUIFAX, INC.",,SC,290XX,Closed with explanation,2477936
LENDING CLUB CORP,,NY,112XX,Closed with explanation,2485434
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company has responded to the consumer and the CFPB and chooses not to provide a public response,AZ,85705,Closed with explanation,2479456
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,337XX,Closed with explanation,2485827
"Navient Solutions, LLC.",,PA,19446,Closed with explanation,2483473
BB&T CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,77088,Closed with explanation,2481613
Ditech Financial LLC,Company believes it acted appropriately as authorized by contract or law,TX,77372,Closed with explanation,2403506
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,310XX,Closed with non-monetary relief,2478226
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30310,Closed with explanation,2430175
NATIONSTAR MORTGAGE,,NY,106XX,Closed with explanation,2403006
CARRINGTON MORTGAGE SERVICES,,CO,815XX,Closed with explanation,2403071
"ONEMAIN FINANCIAL HOLDINGS, LLC.",,NJ,7503,Closed with explanation,2418666
"Advance America, Cash Advance Centers, Inc.",Company believes complaint caused principally by actions of third party outside the control or direction of the company,CA,935XX,Closed with explanation,2399658
"EQUIFAX, INC.",,NY,100XX,Closed with explanation,2478078
"EQUIFAX, INC.",,CA,958XX,Closed with explanation,2478061
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,94533,Closed with explanation,2476747
"Navient Solutions, LLC.",,NJ,8753,Closed with explanation,2484612
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,1030,Closed with explanation,2485496
NATIONSTAR MORTGAGE,,,,Closed with explanation,2353563
Resurgent Capital Services L.P.,,KY,40504,Closed with explanation,2402303
ENCORE CAPITAL GROUP INC.,,WA,98014,Closed with explanation,2478445
Hillcrest Davidson & Assoc,,AZ,85355,Closed with explanation,2403070
Thrift Investment Corp.,,NJ,7666,Closed with explanation,2472818
"Navient Solutions, LLC.",,AZ,85283,Closed with explanation,2480594
FC HoldCo LLC,,GA,30143,Closed with explanation,2468468
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MS,39206,Closed with non-monetary relief,2427836
TRANSWORLD SYSTEMS INC,,CA,95692,Closed with explanation,2483031
"QUICKEN LOANS, INC.",,GA,314XX,Closed with explanation,2401372
TRANSWORLD SYSTEMS INC,,FL,344XX,Closed with explanation,2318748
Franklin Credit Management Corporation,,GA,300XX,Closed with explanation,2482212
360 MORTGAGE GROUP LLC,Company believes it acted appropriately as authorized by contract or law,FL,32828,Closed with explanation,2487010
MoneyLion Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,334XX,Closed with explanation,2381548
AES/PHEAA,,GA,30223,Closed with explanation,2402273
First Data Corporation,,OR,97701,Closed with explanation,2483132
CONDOR CAPITAL CORP,,CT,068XX,Untimely response,2401559
"EQUIFAX, INC.",,TN,374XX,Closed with explanation,2476261
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,980XX,Closed with explanation,2477627
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,339XX,Closed with explanation,2478797
ACS Education Services,,GA,302XX,Closed with explanation,2403451
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,347XX,Closed with explanation,2479163
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SD,574XX,Closed with explanation,2479012
"Shellpoint Partners, LLC",Company believes it acted appropriately as authorized by contract or law,MA,018XX,Closed with explanation,2485249
"EQUIFAX, INC.",,WV,25873,Closed with non-monetary relief,2476392
CAPITAL ONE FINANCIAL CORPORATION,,PA,191XX,Closed with explanation,2483288
